"","package","version","pkg_ref","pkg_score","news_current","has_vignettes","has_bug_reports_url","bugs_status","license","export_help","downloads_1yr","has_website","has_maintainer","has_news","has_source_control","covr_coverage"
"1123","KernSmooth","2.23.16",<pkg_ref>,0.833333333333333,0,0,0,0,NA,1,0.811539558474878,0,1,0,0,0
"1124","klaR","0.6-15",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.848971191758257,1,1,1,0,0
"1125","knitr","1.28",<pkg_ref>,0.416666666666667,0,1,1,0,NA,1,0.983397557116554,1,1,1,0,0
"1126","KODAMA",NA,<pkg_ref>,1,0,0,0,0,0,0,0.0307322494765954,0,0,0,0,0
"1127","kohonen","3.0.10",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.305754829632235,0,1,1,0,0
"1128","ks","1.11.7",<pkg_ref>,1,0,0,0,0,0,0,0.606198953539353,1,1,0,0,0
"1129","labdsv","2.0-1",<pkg_ref>,1,0,0,0,0,0,0,0.201966354901523,1,1,0,0,0
"1130","labeling","0.3",<pkg_ref>,0.833333333333333,0,0,0,0,NA,1,0.971044550468576,0,1,0,0,0
"1131","labelled","2.5.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.8543276346304,1,1,1,0,0
"1132","laeken","0.5.1",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.599781213730173,0,1,1,0,0
"1133","lambda.r","1.2.4",<pkg_ref>,1,0,0,0,0,0,0,0.806116131267135,0,1,0,0,0
"1134","lars","1.2",<pkg_ref>,1,0,0,0,0,0,0,0.548425359227627,1,1,0,0,0
"1135","later","1.1.0.1",<pkg_ref>,0.333333333333333,1,1,1,0,NA,1,0.973649696251265,1,1,1,1,0
"1136","lattice","0.20.38",<pkg_ref>,0.666666666666667,0,0,1,0,NA,1,0.87872545302107,1,1,0,0,0
"1137","latticeExtra","0.6-29",<pkg_ref>,0.916666666666667,0,0,0,0,0,0,0.924790051428563,1,1,1,0,0
"1138","lava","1.6.7",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.871505924861805,1,1,1,1,0
"1139","lavaan","0.6-6",<pkg_ref>,1,0,0,0,0,0,0,0.713134427119889,1,1,0,0,0
"1140","lazy","1.2-16",<pkg_ref>,1,0,0,0,0,0,0,0.0593901085463815,0,1,0,0,0
"1141","lazyeval","0.2.2",<pkg_ref>,0.5,1,1,0,0,NA,1,0.974961599439674,0,1,1,0,0
"1142","leaps","3.1",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.897871366944093,0,1,1,0,0
"1143","LearnBayes","2.15.1",<pkg_ref>,1,0,0,0,0,0,0,0.635834824387413,0,1,0,0,0
"1144","lhs","1.0.2",<pkg_ref>,0.833333333333333,0,0,1,0,0,0,0.440670002759361,1,1,0,1,0
"1145","libcoin","1.0-5",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.881614120436323,0,1,1,0,0
"1146","lifecycle","0.2.0",<pkg_ref>,0.333333333333333,1,1,1,0,NA,1,0.982173162766155,1,1,1,1,0
"1147","limSolve","1.5.6",<pkg_ref>,1,0,0,0,0,0,0,0.227958206804262,0,1,0,0,0
"1148","linprog","0.9-2",<pkg_ref>,1,0,0,0,0,0,0,0.560469184494525,1,1,0,0,0
"1149","liquidSVM","1.2.4",<pkg_ref>,1,0,0,0,0,0,0,0.0546059597640296,1,1,0,1,0
"1150","listenv","0.8.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.805982716940425,1,1,1,1,0
"1151","lme4","1.1-23",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.953286017259259,1,1,1,1,0
"1152","Lmoments","1.3-1",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.210626026186166,1,1,1,0,0
"1153","lmtest","0.9-37",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.949912781456777,0,1,1,0,0
"1154","locfdr","1.1-8",<pkg_ref>,1,0,0,0,0,0,0,0.0924711405822705,0,1,0,0,0
"1155","locfit","1.5-9.4",<pkg_ref>,0.916666666666667,0,0,0,0,0,0,0.754070542405616,0,1,1,0,0
"1156","logcondens","2.1.5",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.154777199269728,1,1,1,0,0
"1157","logistf","1.23",<pkg_ref>,1,0,0,0,0,0,0,0.617655155537883,1,1,0,0,0
"1158","logspline","2.1.16",<pkg_ref>,1,0,0,0,0,0,0,0.390783776978125,0,1,0,0,0
"1159","longitudinal","1.1.12",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.122021457795571,1,1,1,0,0
"1160","longmemo","1.1-2",<pkg_ref>,1,0,0,0,0,0,0,0.192097637693493,0,1,0,0,0
"1161","lpSolve","5.6.15",<pkg_ref>,1,0,0,0,0,0,0,0.788595725969324,1,1,0,1,0
"1162","lqa",NA,<pkg_ref>,1,0,0,0,0,0,0,0.0105279822686615,0,0,0,0,0
"1163","lsei",NA,<pkg_ref>,1,0,0,0,0,0,0,0.60267321461209,0,0,0,0,0
"1164","lubridate","1.7.9",<pkg_ref>,0.372305140961857,1,1,1,0,NA,0.766169154228856,0.978787169122264,1,1,1,1,0
"1165","magic","1.5-9",<pkg_ref>,1,0,0,0,0,0,0,0.582935963987911,1,1,0,1,0
"1166","magick","2.4.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.805688658824261,1,1,1,1,0
"1167","magrittr","1.5",<pkg_ref>,0.666666666666667,0,1,0,0,NA,1,0.996682010231088,0,1,0,0,0
"1168","manipulateWidget","0.10.1",<pkg_ref>,0.916666666666667,0,0,0,0,0,0,0.81587546307321,1,1,1,1,0
"1169","maps","3.3.0",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.855131670824388,0,1,1,0,0
"1170","maptools","1.0-1",<pkg_ref>,1,0,0,0,0,0,0,0.939054045653395,1,1,0,0,0
"1171","markdown","1.1",<pkg_ref>,0.5,0,1,1,0,NA,1,0.984050095460179,1,1,0,1,0
"1172","MASS","7.3.51.5",<pkg_ref>,0.833333333333333,0,0,0,0,NA,1,0.91530065444361,1,1,0,0,0
"1173","Matching","4.9-7",<pkg_ref>,1,0,0,0,0,0,0,0.518973296604272,1,1,0,0,0
"1174","MatchIt","3.0.2",<pkg_ref>,1,0,0,0,0,0,0,0.470716508704949,1,1,0,0,0
"1175","Matrix","1.2.18",<pkg_ref>,0.459981167608286,1,1,1,0,NA,0.240112994350282,0.869387698236821,1,1,1,0,0
"1176","matrixcalc","1.0-3",<pkg_ref>,1,0,0,0,0,0,0,0.721859609565063,0,1,0,0,0
"1177","MatrixModels","0.4-1",<pkg_ref>,1,0,0,0,0,0,0,0.9258310262662,1,1,0,0,0
"1178","matrixStats","0.56.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.932358392294268,1,1,1,1,0
"1179","maxLik","1.3-8",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.701430149583495,0,1,1,0,0
"1180","mboost","2.9-2",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.358946963545451,1,1,1,1,0
"1181","mclust","5.4.6",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.925344795063997,1,1,1,0,0
"1182","mcmc","0.9-7",<pkg_ref>,1,0,0,0,0,0,0,0.523928919413861,1,1,0,1,0
"1183","MCMCpack","1.4-8",<pkg_ref>,1,0,0,0,0,0,0,0.55620382670647,1,1,0,0,0
"1184","medflex",NA,<pkg_ref>,1,0,0,0,0,0,0,0.0460078608952262,0,0,0,0,0
"1185","mediation","4.5.0",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.296134841794575,1,1,1,0,0
"1186","memoise","1.1.0",<pkg_ref>,0.5,1,0,1,0,NA,1,0.940259512676931,1,1,1,1,0
"1187","memuse","4.1-0",<pkg_ref>,0.833333333333333,0,0,1,0,0,0,0.19187130281121,1,1,0,1,0
"1188","metap","1.3",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.425009774833828,1,1,1,0,0
"1189","methods","3.6.3",<pkg_ref>,0.901986183074266,0,0,0,0,NA,0.588082901554404,0,0,1,0,0,0
"1190","mgcv","1.8.31",<pkg_ref>,0.833333333333333,0,0,0,0,NA,1,0.870405105002104,0,1,0,0,0
"1191","mi","1.0",<pkg_ref>,1,0,0,0,0,0,0,0.616421261513755,1,1,0,0,0
"1192","mice","3.9.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.832479724462651,1,1,1,1,0
"1193","MIIVsem","0.5.5",<pkg_ref>,0.833333333333333,0,0,1,0,0,0,0.0588766751995181,1,1,0,1,0
"1194","mime","0.9",<pkg_ref>,0.666666666666667,0,0,1,0,NA,1,0.979951871125281,1,1,0,1,0
"1195","miniUI","0.1.1.1",<pkg_ref>,1,0,0,0,0,0,0,0.915222098320889,0,1,0,0,0
"1196","minpack.lm","1.2-1",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.576364529849355,0,1,1,0,0
"1197","minqa","1.2.4",<pkg_ref>,1,0,0,0,0,0,0,0.941955091815436,1,1,0,0,0
"1198","misc3d","0.8-4",<pkg_ref>,1,0,0,0,0,0,0,0.519564917989731,0,1,0,0,0
"1199","miscTools","0.6-26",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.706665154362574,1,1,1,0,0
"1200","missForest","1.4",<pkg_ref>,1,0,0,0,0,0,0,0.410001651995374,1,1,0,1,0
"1201","mitml","0.3-7",<pkg_ref>,0.75,0,0,1,0,0,0,0.690270785927556,0,1,1,0,0
"1202","mixtools","1.2.0",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.29738110517268,0,1,1,0,0
"1203","mlbench","2.1-1",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.844479488399725,0,1,1,0,0
"1204","mlegp","3.1.7",<pkg_ref>,1,0,0,0,0,0,0,0.101435905423134,0,1,0,0,0
"1205","mlogit","1.1-0",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.439989247793558,1,1,1,0,0
"1206","mlr","2.17.1",<pkg_ref>,0.75,0,0,1,0,0,0,0.742334449884051,1,1,1,1,0
"1207","mltools","0.3.5",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.207334795360266,1,1,1,1,0
"1208","mnormt",NA,<pkg_ref>,1,0,0,0,0,0,0,0.903494279140867,0,0,0,0,0
"1209","ModelMetrics","1.2.2.2",<pkg_ref>,0.916666666666667,0,0,0,0,0,0,0.90915675667819,0,1,1,0,0
"1210","modelr","0.1.8",<pkg_ref>,0.5,1,0,1,0,NA,1,0.972548945687357,1,1,1,1,0
"1211","modeltools","0.2-23",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.928688108409288,0,1,1,0,0
"1212","moments","0.14",<pkg_ref>,1,0,0,0,0,0,0,0.715000655498492,1,1,0,0,0
"1213","mpath","0.3-26",<pkg_ref>,0.75,0,0,1,0,0,0,0.0809386679737761,1,1,1,1,0
"1214","msm","1.6.8",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.490786632809636,1,1,1,1,0
"1215","multcomp","1.4-13",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.920075406190107,1,1,1,0,0
"1216","multicool","0.1-11",<pkg_ref>,1,0,0,0,0,0,0,0.56102357596048,0,1,0,0,0
"1217","munsell","0.5.0",<pkg_ref>,0.666666666666667,1,0,0,0,NA,1,0.976506346497245,1,1,1,1,0
"1218","mvabund","4.1.3",<pkg_ref>,1,0,0,0,0,0,0,0.1090308631709,0,1,0,0,0
"1219","mvnfast","0.2.5",<pkg_ref>,1,0,0,0,0,0,0,0.342978410270562,1,1,0,1,0
"1220","mvtnorm","1.1-1",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.944563325313494,1,1,1,0,0
"1221","natserv","1.0.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.16293708635141,1,1,1,1,0
"1222","ncbit","2013.03.29",<pkg_ref>,1,0,0,0,0,0,0,0.167526888881489,0,1,0,0,0
"1223","network","1.16.0",<pkg_ref>,1,0,0,0,0,0,0,0.677365235458851,1,1,0,0,0
"1224","networkDynamic","0.10.1",<pkg_ref>,1,0,0,0,0,0,0,0.307101745179738,1,1,0,0,0
"1225","neuRosim","0.2-12",<pkg_ref>,1,0,0,0,0,0,0,0.0427874030822245,0,1,0,0,0
"1226","nleqslv","3.3.2",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.446296275788751,0,1,1,0,0
"1227","nlme","3.1.144",<pkg_ref>,0.666666666666667,0,0,1,0,NA,1,0.905696260228026,1,1,0,0,0
"1228","nloptr","1.2.2.1",<pkg_ref>,1,0,0,0,0,0,0,0.950727378857512,0,1,0,0,0
"1229","NLP","0.2-0",<pkg_ref>,1,0,0,0,0,0,0,0.766511163101292,0,1,0,0,0
"1230","NMF","0.22.0",<pkg_ref>,0.916666666666667,0,0,0,0,0,0,0.407891620482213,1,1,1,0,0
"1231","nnet","7.3.12",<pkg_ref>,0.833333333333333,0,0,0,0,NA,1,0.800959375808603,1,1,0,0,0
"1232","nnls","1.4",<pkg_ref>,1,0,0,0,0,0,0,0.418196486682518,0,1,0,0,0
"1233","nor1mix","1.3-0",<pkg_ref>,1,0,0,0,0,0,0,0.264211750047826,0,1,0,0,0
"1234","np","0.60-10",<pkg_ref>,0.833333333333333,0,0,1,0,0,0,0.428839058269839,1,1,0,1,0
"1235","npsurv",NA,<pkg_ref>,1,0,0,0,0,0,0,0.596777445343183,0,0,0,0,0
"1236","numDeriv","2016.8-1.1",<pkg_ref>,0.916666666666667,0,0,0,0,0,0,0.925511364482825,1,1,1,0,0
"1237","oce","1.2-0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.192284703487715,1,1,1,0,0
"1238","OceanView","1.0.5",<pkg_ref>,1,0,0,0,0,0,0,0.142293507161849,0,1,0,0,0
"1239","oddsratio","2.0.1",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.092432703884993,1,1,1,1,0
"1240","openssl","1.4.1",<pkg_ref>,0.5,0,1,1,0,NA,1,0.975692784014019,1,1,0,1,0
"1241","openxlsx","4.1.5",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.944957582478311,1,1,1,1,0
"1242","optmatch","0.9-13",<pkg_ref>,0.916666666666667,0,0,0,0,0,0,0.344032885817991,1,1,1,1,0
"1243","optparse","1.6.6",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.488395095414315,1,1,1,1,0
"1244","ordinal","2019.12-10",<pkg_ref>,0.75,0,0,1,0,0,0,0.726174937704798,1,1,1,1,0
"1245","pan","1.6",<pkg_ref>,1,0,0,0,0,0,0,0.677675135215281,0,1,0,0,0
"1246","parallel","3.6.3",<pkg_ref>,0.666666666666667,0,1,0,0,NA,1,0,0,1,0,0,0
"1247","parallelMap","1.5.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.569363979306504,1,1,1,1,0
"1248","ParamHelpers","1.14",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.566644324774077,1,1,1,1,0
"1249","parsedate","1.2.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.550087283067085,1,1,1,1,0
"1250","party","1.3-5",<pkg_ref>,1,0,0,0,0,0,0,0.846242000740088,1,1,0,0,0
"1251","partykit","1.2-8",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.720881419262159,1,1,1,0,0
"1252","pastecs","1.3.21",<pkg_ref>,0.833333333333333,0,0,1,0,0,0,0.572437618648561,1,1,0,1,0
"1253","pbapply","1.4-2",<pkg_ref>,0.833333333333333,0,0,1,0,0,0,0.757101541271687,1,1,0,1,0
"1254","pbivnorm","0.6.0",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.645476397000258,1,1,1,1,0
"1255","pbkrtest","0.4-8.6",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.921669586650409,1,1,1,0,0
"1256","pcaPP","1.9-73",<pkg_ref>,1,0,0,0,0,0,0,0.687917410463505,0,1,0,0,0
"1257","penalized","0.9-51",<pkg_ref>,1,0,0,0,0,0,0,0.293439348833704,0,1,0,0,0
"1258","peperr","1.1-7.1",<pkg_ref>,1,0,0,0,0,0,0,0.0612679141373053,0,1,0,0,0
"1259","permute","0.9-5",<pkg_ref>,0.75,0,0,1,0,0,0,0.714112548172036,1,1,1,1,0
"1260","phangorn","2.5.5",<pkg_ref>,0.75,0,0,1,0,0,0,0.506565962262165,1,1,1,1,0
"1261","pheatmap","1.0.12",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.611683661978394,0,1,1,0,0
"1262","phylobase","0.8.10",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.242022284544834,1,1,1,1,0
"1263","pillar","1.4.4",<pkg_ref>,0.5,1,0,1,0,NA,1,0.986687051453481,1,1,1,1,0
"1264","pim","2.0.2",<pkg_ref>,0.833333333333333,0,0,1,0,0,0,0.0378756293896925,1,1,0,1,0
"1265","pinfsc50","1.2.0",<pkg_ref>,1,0,0,0,0,0,0,0.164792088910666,0,1,0,0,0
"1266","pixmap","0.4-11",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.589700946696682,0,1,1,0,0
"1267","pkgbuild","1.0.8",<pkg_ref>,0.5,1,0,1,0,NA,1,0.975393563546778,1,1,1,1,0
"1268","pkgconfig","2.0.3",<pkg_ref>,0.583333333333333,0,0,1,0,NA,1,0.978971616729397,1,1,1,1,0
"1269","pkgload","1.1.0",<pkg_ref>,0.5,1,0,1,0,NA,1,0.971122430690465,1,1,1,1,0
"1270","pkgmaker","0.31.1",<pkg_ref>,0.833333333333333,0,0,1,0,0,0,0.595038957252312,1,1,0,0,0
"1271","plogr","0.2.0",<pkg_ref>,0.666666666666667,1,0,1,0,NA,NaN,0.968595430635157,1,1,1,1,0
"1272","plot3D","1.3",<pkg_ref>,1,0,0,0,0,0,0,0.506293117067776,0,1,0,0,0
"1273","plot3Drgl","1.0.1",<pkg_ref>,1,0,0,0,0,0,0,0.204855681306157,0,1,0,0,0
"1274","plotly","4.9.2.1",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.919439037908766,1,1,1,1,0
"1275","plotrix","3.7-8",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.831667023906649,0,1,1,0,0
"1276","pls","2.7-2",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.75866784651275,1,1,1,1,0
"1277","plyr","1.8.6",<pkg_ref>,0.5,1,0,1,0,NA,1,0.98242050228844,1,1,1,1,0
"1278","png","0.1-7",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.940799724679253,1,1,1,0,0
"1279","PoissonSeq","1.1.2",<pkg_ref>,1,0,0,0,0,0,0,0.0558615263571991,0,1,0,0,0
"1280","polspline","1.1.19",<pkg_ref>,1,0,0,0,0,0,0,0.652018178570351,0,1,0,0,0
"1281","polyclip","1.10-0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.801688031476076,1,1,1,1,0
"1282","polynom","1.4-0",<pkg_ref>,1,0,0,0,0,0,0,0.899656356468787,0,1,0,0,0
"1283","prabclus","2.3-2",<pkg_ref>,1,0,0,0,0,0,0,0.905897704531339,1,1,0,0,0
"1284","pracma","2.2.9",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.711883093684093,0,1,1,0,0
"1285","praise","1.0.0",<pkg_ref>,0.5,1,0,1,0,NA,1,0.963775885752042,1,1,1,1,0
"1286","PresenceAbsence","1.1.9",<pkg_ref>,1,0,0,0,0,0,0,0.153336418951718,0,1,0,0,0
"1287","prettyunits","1.1.1",<pkg_ref>,0.5,1,0,1,0,NA,1,0.975331337145135,1,1,1,1,0
"1288","pROC","1.16.2",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.908331561076847,1,1,1,0,0
"1289","processx","3.4.2",<pkg_ref>,0.5,1,0,1,0,NA,1,0.978061496258608,1,1,1,1,0
"1290","prodlim","2019.11.13",<pkg_ref>,1,0,0,0,0,0,0,0.906961800375998,0,1,0,0,0
"1291","profileModel","0.6.0",<pkg_ref>,0.833333333333333,0,0,1,0,0,0,0.343392559324482,1,1,0,1,0
"1292","progress","1.2.2",<pkg_ref>,0.5,1,0,1,0,NA,1,0.966039476165712,1,1,1,1,0
"1293","promises","1.1.1",<pkg_ref>,0.333333333333333,1,1,1,0,NA,1,0.973100452593852,1,1,1,1,0
"1294","proto","1.0.0",<pkg_ref>,0.333333333333333,1,1,1,0,NA,1,0.696265892887155,1,1,1,1,0
"1295","proxy","0.4-24",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.84106532850737,0,1,1,0,0
"1296","pryr","0.1.4",<pkg_ref>,0.833333333333333,0,0,1,0,0,0,0.609225406600964,1,1,0,1,0
"1297","ps","1.3.3",<pkg_ref>,0.5,1,0,1,0,NA,1,0.976924773839708,1,1,1,1,0
"1298","pscl","1.5.5",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.586666409481321,1,1,1,1,0
"1299","pspline","1.0-18",<pkg_ref>,1,0,0,0,0,0,0,0.375007812402345,0,1,0,0,0
"1300","psych","1.9.12.31",<pkg_ref>,1,0,0,0,0,0,0,0.916417125350909,1,1,0,0,0
"1301","pulsar","0.3.6",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.0514853739044656,1,1,1,1,0
"1302","purrr","0.3.4",<pkg_ref>,0.333333333333333,1,1,1,0,NA,1,0.983976300307206,1,1,1,1,0
"1303","pvclust","2.2-0",<pkg_ref>,1,0,0,0,0,0,0,0.288947879879595,1,1,0,0,0
"1304","qgraph","1.6.5",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.504996237971409,1,1,1,0,0
"1305","qrnn","2.0.5",<pkg_ref>,1,0,0,0,0,0,0,0.181745282761555,0,1,0,0,0
"1306","quadprog","1.5-8",<pkg_ref>,1,0,0,0,0,0,0,0.935210613019902,0,1,0,0,0
"1307","quantmod","0.4.17",<pkg_ref>,0.75,0,0,1,0,0,0,0.940642133400869,1,1,1,1,0
"1308","quantreg","5.55",<pkg_ref>,1,0,0,0,0,0,0,0.940523983703571,1,1,0,0,0
"1309","questionr","0.7.1",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.843058148002444,1,1,1,0,0
"1310","R.cache","0.14.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.580394932289729,1,1,1,1,0
"1311","R.matlab","3.6.2",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.377076411960133,1,1,1,1,0
"1312","R.methodsS3","1.8.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.860835875398009,1,1,1,1,0
"1313","R.oo","1.23.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.863429770124989,1,1,1,1,0
"1314","R.rsp","0.43.2",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.44999944999945,1,1,1,1,0
"1315","R.utils","2.9.2",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.838065071931495,1,1,1,1,0
"1316","R6","2.4.1",<pkg_ref>,0.5,1,0,1,0,NA,1,0.980037489594541,1,1,1,1,0
"1317","randomForest","4.6-14",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.910670365310563,1,1,1,0,0
"1318","randomForestSRC","2.9.3",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.323644922602434,1,1,1,1,0
"1319","ranger","0.12.1",<pkg_ref>,0.75,0,0,1,0,0,0,0.818692994055548,1,1,1,1,0
"1320","RANN","2.6.1",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.822647867340605,1,1,1,1,0
"1321","raster","3.1-5",<pkg_ref>,0.833333333333333,0,0,1,0,0,0,0.897765633849662,1,1,0,0,0
"1322","RCircos","1.2.1",<pkg_ref>,1,0,0,0,0,0,0,0.106355598980054,1,1,0,1,0
"1323","rcmdcheck","1.3.3",<pkg_ref>,0.5,1,0,1,0,NA,1,0.944033839379358,1,1,1,1,0
"1324","RColorBrewer","1.1.2",<pkg_ref>,0.833333333333333,0,0,0,0,NA,1,0.974390480634338,0,1,0,0,0
"1325","Rcpp","1.0.4.6",<pkg_ref>,0.420454545454546,1,1,1,0,NA,0.477272727272727,0.987979071081917,1,1,1,1,0
"1326","RcppArmadillo","0.9.900.1.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.960805258575548,1,1,1,0,0
"1327","RcppEigen","0.3.3.7.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.955508546215053,1,1,1,0,0
"1328","RcppGSL","0.3.8",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.300036864725124,0,1,1,0,0
"1329","RcppProgress","0.4.2",<pkg_ref>,0.833333333333333,0,0,1,0,0,0,0.681909560526249,1,1,0,1,0
"1330","RcppRoll","0.3.0",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.650272204800597,0,1,1,0,0
"1331","RCurl","1.98.1.2",<pkg_ref>,0.699029126213592,0,1,0,0,NA,0.805825242718447,0.929280475989543,0,1,0,0,0
"1332","Rdpack","0.11-1",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.780015750872238,1,1,1,1,0
"1333","readbitmap","0.1.5",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.427758300365853,1,1,1,1,0
"1334","readr","1.3.1",<pkg_ref>,0.333333333333333,1,1,1,0,NA,1,0.971921669694759,1,1,1,1,0
"1335","readxl","1.3.1",<pkg_ref>,0.333333333333333,1,1,1,0,NA,1,0.970753175912628,1,1,1,1,0
"1336","recipes","0.1.12",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.92163586695024,1,1,1,1,0
"1337","registry","0.5-1",<pkg_ref>,1,0,0,0,0,0,0,0.760028796544415,0,1,0,0,0
"1338","rematch","1.0.1",<pkg_ref>,0.5,1,0,1,0,NA,1,0.960144733073335,1,1,1,1,0
"1339","rematch2","2.1.2",<pkg_ref>,0.5,1,0,1,0,NA,1,0.878687495754062,1,1,1,1,0
"1340","remotes","2.1.1",<pkg_ref>,0.333333333333333,1,1,1,0,NA,1,0.967392587378627,1,1,1,1,0
"1341","rentrez","1.2.2",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.26289564076482,1,1,1,1,0
"1342","reprex","0.3.0",<pkg_ref>,0.333333333333333,1,1,1,0,NA,1,0.964842780429804,1,1,1,1,0
"1343","resample","0.4",<pkg_ref>,1,0,0,0,0,0,0,0.0753924958854966,0,1,0,0,0
"1344","reshape","0.8.8",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.907060490609082,1,1,1,0,0
"1345","reshape2","1.4.4",<pkg_ref>,0.5,1,0,1,0,NA,1,0.977628982339424,1,1,1,1,0
"1346","reticulate","1.16",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.912449965155086,1,1,1,1,0
"1347","rex","1.2.0",<pkg_ref>,0.333333333333333,1,1,1,0,NA,1,0.949213726920178,1,1,1,1,0
"1348","RGCCA","2.1.2",<pkg_ref>,1,0,0,0,0,0,0,0.0494537527565841,0,1,0,0,0
"1349","rgexf","0.16.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.503095713703626,1,1,1,0,0
"1350","rgl","0.100.54",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.872658940743111,1,1,1,0,0
"1351","RInside","0.2.16",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.130217967377375,1,1,1,0,0
"1352","rio","0.5.16",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.922142068923993,1,1,1,1,0
"1353","ritis","0.9.0",<pkg_ref>,0.666666666666667,1,0,1,0,0,0,0.178055168937061,1,1,1,1,0
"1354","RItools","0.1-17",<pkg_ref>,0.833333333333333,1,0,0,0,0,0,0.33228873615612,1,1,1,0,0
